stop_I;lat;lon;name
637;52.539.644;13.149.593;Gartenstadt Staaken  
638;52.539.175;13.157.157;Klosterbuschweg  
639;52.544.572;13.151.196;Straße 603  
640;52.541.702;13.150.531;Eckenerweg  
641;52.528.643;13.132.949;Döberitzer Weg  
642;52.530.187;13.133.136;Schulstr.  
643;52.536.296;13.130.567;Am alten Gaswerk  
644;52.535.374;131.245;Brunsbütteler Damm/Stadtgrenze  
645;52.535.483;13.156.971;Brandwerder  
646;5.254.794;13.137.426;Möthlower Str.  
647;52.549.058;13.133.327;Alfons-Loewe-Str.  
648;52.542.761;13.143.336;Ungewitterweg  
649;52.546.306;13.143.782;Seegefelder Weg  
650;52.532.907;13.152.968;Louise-Schroeder-Siedlung  
651;52.532.826;13.148.383;Zweiwinkelweg  
652;52.543.087;13.157.849;Seegefelder Weg/Klosterbuschweg  
653;52.540.274;13.135.548;Isenburger Weg  
654;52.540.743;13.132.582;Fachinger Str.  
655;52.541.657;13.131.972;Oberdorfer Steig  
656;52.530.341;13.140.537;Hauptstr.  
657;52.528.842;13.127.133;Am Zeppelinpark  
658;52.544.373;13.128.917;Ferbitzer Weg  
659;5.254.945;13.128.974;Berlin, Albrechtshof Bhf
660;52.548.388;13.129.109;Jänickendorfer Weg  
661;52.539.646;13.146.616;Am Kurzen Weg  
662;52.539.615;13.143.402;Finkenkruger Weg  
663;52.523.528;13.161.843;Rudolf-Wissell-Siedlung  
664;52.518.549;13.170.006;Sandstr.  
665;52.523.478;13.146.636;Hahneberg  
666;52.521.583;1.315.578;Reimerweg  
667;5.252.297;13.172.879;Leubnitzer Weg  
668;52.525.378;13.137.874;Weidenweg  
669;52.521;1.316.297;Heerstr./Magistratsweg  
670;5.252.259;13.174.931;Blasewitzer Ring  
671;5.252.651;13.132.304;Buschower Weg  
672;52.528.952;13.123.128;Heerstr./Nennhauser Damm  
673;52.523.987;13.166.364;Baluschekweg  
674;52.527.642;13.160.169;Springerzeile  
675;52.519.813;13.173.074;Obstallee  
676;52.520.574;13.160.586;Heerstr. 438-446  
677;52.522.001;13.154.436;Reimerweg  
678;52.498.335;13.152.858;Landschaftsfriedhof Gatow  
679;52.483.415;13.183.072;Alt-Gatow  
680;52.481.458;13.173.761;Annenweg  
681;52.482.284;13.151.909;Gatower Heide  
682;52.470.411;13.169.479;Breitehornweg  
683;52.479.607;13.142.536;Habichtswald  
684;52.477.532;13.119.919;Ritterfelddamm/Potsdamer Chaussee  
685;52.474.243;13.174.525;Helleberge  
686;52.478.905;13.179.257;Am Graben  
687;52.467.358;13.165.586;Christoph-Kolumbus-Str.  
688;52.464.527;13.161.862;General-Steinhoff-Kaserne  
689;52.485.184;13.135.541;Außenweg  
690;52.474.943;13.120.971;Gutsstr.  
691;52.454.319;13.144.279;Alt-Kladow  
692;5.244.558;13.125.917;Hottengrund  
693;5.244.877;1.311.457;Lanzendorfer Weg  
694;52.452.264;13.138.356;Parnemannweg  
695;52.453.274;13.122.039;Krampnitzer Weg/Selbitzer Str.  
696;524.657;13.128.977;Waldallee  
697;5.246.268;13.158.724;Krankenhaus Havelhöhe  
698;52.472.545;13.127.386;Landstadt Gatow  
699;5.245.295;13.128.694;Grimmelshausenstr.  
700;52.450.466;13.118.584;Pottensteiner Weg  
701;52.459.815;13.153.941;Neukladower Allee  
702;52.456.619;13.148.016;Finnenhaus-Siedlung  
703;5.245.606;13.140.793;Schallweg  
704;52.458.224;13.138.142;Schwabinger Weg  
705;52.461.646;13.133.728;Gredinger Str.  
706;52.467.908;13.126.443;Seekorso  
707;52.470.775;13.123.573;Kurpromenade  
708;52.450.805;13.132.082;Gößweinsteiner Gang  
709;52.449.262;13.129.939;Temmeweg  
710;5.244.729;13.127.476;Kaserne Hottengrund  
711;52.457.426;1.312.391;Benfeyweg  
712;52.460.437;13.126.753;Zingerleweg  
713;52.463.846;13.129.253;Katzwanger Steig  
714;52.496.701;13.290.157;S Halensee  
715;52.495.891;13.295.994;Joachim-Friedrich-Str./Westfälische Str.  
716;52.498.044;13.296.351;Kurfürstendamm/Joachim-Friedrich-Str.  
717;52.498.928;13.301.811;Lehniner Platz/Schaubühne  
718;52.492.677;13.296.576;Seesener Str.  
719;52.490.891;13.293.049;Grieser Platz  
720;52.490.205;13.314.525;U Fehrbelliner Platz  
721;52.486.351;13.321.623;U Blissestr.  
722;52.491.502;1.331.103;Westfälische Str./Konstanzer Str.  
723;5.248.848;13.307.995;Hoffmann-von-Fallersleben-Platz  
724;5.248.838;13.314.588;Mansfelder Str./Barstr.  
725;5.249.357;1.331.009;U Konstanzer Str.  
726;52.493.457;13.304.904;Eisenzahnstr.  
727;52.496.977;13.311.634;Düsseldorfer Str.  
728;52.494.655;13.301.391;Hochmeisterplatz  
729;52.496.585;13.330.618;U Spichernstr.  
730;52.493.837;13.324.056;U Hohenzollernplatz  
731;52.491.545;13.323.251;Güntzelstr./Uhlandstr.  
732;52.489.554;13.322.882;Fechnerstr.  
733;52.486.331;13.323.389;U Blissestr./Fechnerstr.  
734;52.491.995;13.331.216;U Güntzelstr.  
735;52.486.849;13.328.528;Landhausstr.  
736;52.488.317;13.300.717;S Hohenzollerndamm  
737;52.483.669;13.320.365;Am Volkspark  
738;52.479.122;13.320.332;Detmolder Str./Blissestr.  
739;52.481.831;13.315.894;Brabanter Platz  
740;52.487.193;13.299.197;Friedrichsruher Str.  
741;52.487.051;13.331.361;U Berliner Str.  
742;52.477.369;13.329.155;S+U Bundesplatz  
743;52.485.823;13.336.623;Kufsteiner Str.  
744;52.481.808;13.320.368;Birger-Forell-Platz  
745;52.481.653;13.329.446;Durlacher Str.  
746;52.478.676;13.332.801;Wexstr.  
747;52.472.465;13.314.393;U Rüdesheimer Platz  
748;5.247.945;13.311.849;S+U Heidelberger Platz  
749;52.471.576;13.319.223;Wiesbadener Str./Laubacher Str.  
750;52.473.323;13.299.377;Zoppoter Str.  
751;52.477.019;13.320.269;Hanauer Str.  
752;52.474.322;1.332.038;Deidesheimer Str.  
753;52.469.613;13.315.544;Laubenheimer Str.  
754;52.475.674;1.332.488;Görresstr.  
755;52.473.938;13.322.576;Südwestkorso/Taunusstr.  
756;52.478.313;13.309.018;Forckenbeckstr./Sportanlagen  
757;52.475.397;13.303.633;Rudolf-Mosse-Platz  
758;52.474.157;13.294.619;Kirchstr.  
759;52.472.717;13.304.687;Sodener Str.  
760;52.472.375;13.309.578;Binger Str.  
761;52.484.241;13.293.781;Salzbrunner Str.  
762;5.248.194;13.289.695;Forckenbeckstr.  
763;52.485.377;13.295.979;Cunostr.  
764;52.479.651;1.328.536;Elsterplatz  
765;52.477.395;13.287.855;Rathaus Schmargendorf  
766;52.479.296;13.285.747;Elsterplatz  
767;52.475.333;1.329.065;Berkaer Str./Breite Str.  
768;52.471.237;13.289.662;Platz am Wilden Eber  
769;52.475.977;13.286.003;Sulzaer Str.  
770;52.467.672;13.289.337;Bernadottestr.  
771;52.477.493;13.280.484;Roseneck/Teplitzer Str.  
772;52.491.534;1.320.408;Havelweg  
773;52.480.413;13.197.373;Waldhaus  
774;52.478.601;13.197.853;Grunewaldturm  
775;52.467.192;13.196.557;Lindwerder  
776;52.459.793;13.190.619;Havelchaussee  
777;52.454.777;13.189.807;Große Steinlanke  
778;52.488.683;13.261.949;S Grunewald  
779;52.488.159;13.288.081;Wangenheimstr.  
780;52.495.924;13.287.233;Rathenauplatz  
781;52.486.473;1.328.441;Herthastr.  
782;52.483.321;13.265.917;Hagenplatz  
783;52.477.123;13.281.459;Roseneck/Hohenzollerndamm  
784;52.476.439;13.281.542;Roseneck  
785;52.490.214;13.275.921;Erdener Str.  
786;52.497.562;13.282.937;Trabener Steg  
787;52.491.941;13.284.952;Bismarckplatz  
788;52.489.553;13.284.677;Lynarstr.  
789;52.482.892;13.285.631;Elgersburger Str.  
790;52.486.807;13.271.877;Hasensprung  
791;52.491.786;13.280.133;Herbertstr.  
792;52.482.123;13.281.177;Joseph-Joachim-Platz  
793;52.484.602;13.267.986;Taubertstr.  
794;52.479.952;13.271.591;Richard-Strauss-Str.  
795;52.478.408;13.275.609;Hubertusbader Str.  
796;52.484.181;13.282.798;Delbrückstr.  
797;52.475.938;13.279.658;Kronberger Str.  
798;52.421.147;13.226.665;Neuruppiner Str.  
799;52.423.842;13.251.687;Behring-Krankenhaus  
800;5.243.376;13.242.646;Fürstenstr.  
801;52.434.741;13.249.349;Mittelstr.  
802;52.423.337;13.233.899;Fercher Str.  
803;52.432.287;13.235.708;Wolzogenstr.  
804;5.242.439;13.239.721;Ludwigsfelder Str.  
805;52.426.103;13.245.253;Loebellstr.  
806;52.426.972;13.247.997;Radtkestr.  
807;52.428.138;13.251.691;Camphausenstr.  
808;52.431.212;13.259.233;S Zehlendorf  
809;52.436.191;13.273.506;S Sundgauer Str.  
810;52.433.866;13.275.748;Bolchener Str.  
811;52.426.931;13.260.346;Schönower Park  
812;52.427.232;13.271.719;Jänickestr.  
813;5.243.061;13.265.994;Stubenrauchstr.  
814;52.432.145;13.278.639;Dahlemer Weg  
815;52.435.082;13.260.461;Zehlendorf Eiche  
816;52.429.709;13.256.896;Machnower Str./Berlepschstr.  
817;52.427.654;13.254.912;Schrockstr.  
818;52.430.436;1.325.949;Machnower Str.  
819;5.242.499;1.326.201;Schweizerhofpark  
820;52.428.902;13.267.694;Knesebeckstr.  
821;52.426.386;13.276.855;Mürwiker Str.  
822;5.243.348;13.258.136;Rathaus Zehlendorf  
823;52.434.518;13.260.224;Zehlendorf Eiche  
824;52.409.655;13.267.304;Beeskowdamm  
825;52.409.183;13.251.742;Sachtlebenstr.  
826;52.415.177;13.266.154;Am Birkenknick  
827;5.241.933;13.249.119;Ludwigsfelder Str./Sachtlebenstr.  
828;52.422.068;13.263.779;Leo-Baeck-Str.  
829;52.420.957;13.249.973;Gutzmannstr.  
830;52.415.299;13.251.312;Nieritzweg  
831;52.411.708;13.251.784;Windsteiner Weg  
832;52.419.388;1.326.479;Laehrstr.  
833;52.412.113;13.266.933;Am Rehwechsel  
834;52.410.342;13.266.118;Andréezeile  
835;52.407.026;13.267.743;Alt-Schönow  
836;52.442.619;13.240.365;U Krumme Lanke  
837;52.450.028;13.251.091;Onkel-Tom-Str.  
838;52.438.279;13.262.317;Scharfestr.  
839;5.244.667;13.244.862;Altkanzlerstr.  
840;52.440.002;13.276.749;Holländische Mühle  
841;52.435.363;13.264.365;Kleinaustr.  
842;52.445.062;13.267.585;Leichhardtstr.  
843;52.442.191;13.265.458;Schützallee  
844;52.441.728;13.261.695;Schützallee/Riemeisterstr.  
845;52.444.507;13.260.656;Sophie-Charlotte-Str.  
846;52.446.509;1.325.836;Am Fischtal  
847;52.448.238;1.325.635;Im Gestell  
848;52.448.331;13.247.527;Siebenendenweg  
849;5.243.788;13.270.202;Winfriedstr.  
850;5.245.015;13.254.022;U Onkel Toms Hütte  
851;52.437.169;13.232.065;S Mexikoplatz  
852;52.431.081;13.229.837;Potsdamer Chaussee/Lindenthaler Allee  
853;52.437.317;13.252.216;Plüschowstr.  
854;52.440.452;13.244.731;Sven-Hedin-Platz  
855;52.440.118;1.323.631;Forststr.  
856;52.433.841;13.229.767;Niklasstr.  
857;5.243.981;13.213.992;S Schlachtensee  
858;52.438.673;13.248.931;Hartmannsweilerweg  
859;52.435.731;13.250.068;Busseallee  
860;52.435.921;13.255.853;Fischerhüttenstr.  
861;52.468.582;13.278.415;Pücklerstr.  
862;52.473.389;13.278.554;Messelstr.  
863;52.451.004;13.281.656;U Thielplatz  
864;52.467.345;13.309.281;U Breitenbachplatz  
865;52.455.028;13.266.018;Am Waldfriedhof  
866;52.460.092;1.327.477;Königin-Luise-Str./Clayallee  
867;52.458.781;13.287.105;Domäne Dahlem  
868;52.459.472;13.279.784;Vogelsang  
869;52.453.622;13.285.484;Löhleinstr.  
870;5.246.547;13.288.595;Im Dol  
871;52.461.213;132.875;Drosselweg  
872;52.458.635;13.284.011;Bachstelzenweg  
873;52.456.482;13.273.665;Alliiertenmuseum  
874;52.453.523;13.272.241;Hüttenweg  
875;52.453.646;13.263.271;Am Hegewinkel  
876;52.451.489;13.263.312;Waltraudstr.  
877;52.464.738;13.277.303;Finkenstr.  
878;52.469.614;1.330.486;Dillenburger Str.  
879;52.450.422;13.268.916;U Oskar-Helene-Heim  
880;52.464.175;13.295.208;U Podbielskiallee  
881;52.457.698;13.290.016;U Dahlem-Dorf  
882;52.458.599;13.303.725;Königin-Luise-Platz/Botanischer Garten  
883;5.244.388;13.288.833;Von-Laue-Str.  
884;52.448.422;13.269.358;Clayallee 229  
885;52.450.831;13.287.668;Hittorfstr.  
886;52.453.934;13.298.865;Limonenstr.  
887;52.451.047;13.295.853;Altensteinstr./Fabeckstr.  
888;52.448.504;13.294.175;Reichensteiner Weg  
889;52.466.015;13.306.828;Schorlemerallee  
890;52.461.566;13.304.445;Rohlfsstr.  
891;52.457.847;13.299.363;Arnimallee  
892;52.457.966;1.329.507;Museen Dahlem  
893;52.448.316;13.290.771;Ehrenbergstr.  
894;5.245.043;13.277.389;Bitscher Str.  
895;52.450.388;13.270.415;U Oskar-Helene-Heim   [Bus Clayallee]
896;52.451.094;13.269.097;U Oskar-Helene-Heim (Bln) [Bus Argentinische A]
897;52.433.389;1.318.873;Wannseebadweg  
898;52.430.038;13.185.067;Wasserwerk Beelitzhof  
899;52.427.269;13.186.037;Am Sandwerder  
900;52.423.733;13.183.766;Tillmannsweg  
901;52.451.077;1.319.312;Großes Fenster  
902;52.443.168;13.199.289;Kronprinzessinnenweg/Havelchaussee  
903;52.432.001;13.186.473;Badeweg  
905;52.431.213;13.193.303;S Nikolassee  
906;52.423.712;13.203.612;Quantzstr.  
907;52.434.122;13.199.837;An der Rehwiese  
908;52.427.834;13.195.932;Prinz-Friedrich-Leopold-Str.  
909;5.241.917;13.188.921;Isoldestr.  
910;5.241.872;13.180.898;Nibelungenstr.  
911;52.434.016;13.206.686;Lückhoffstr.  
912;52.424.587;13.205.988;Waldhaus-Klinik  
913;52.428.586;1.319.357;Teutonenstr.  
914;5.242.917;13.224.315;Spanische Allee/Potsdamer Chaussee  
915;52.433.969;13.211.243;Schopenhauerstr.  
916;52.427.425;13.229.662;Clauertstr.  
917;5.242.811;13.218.184;Kurstr.  
918;52.426.435;13.227.208;Am Rohrgarten  
919;52.427.418;13.214.768;Wasgensteig  
920;52.426.116;13.209.352;Waldfriedhof Zehlendorf  
921;52.432.413;13.218.449;Krankenhaus Hubertus  
922;52.423.718;13.225.795;Lloyd-G.-Wells-Str.  
923;52.413.484;13.092.692;Glienicker Lake  
924;52.428.366;13.123.464;Pfaueninsel  
925;52.417.254;13.138.909;Friedenstr.  
926;5.241.553;13.125.578;Schäferberg  
927;52.414.085;13.109.256;Nikolskoer Weg  
928;52.417.945;13.144.527;Schuchardtweg  
929;52.425.591;13.132.685;Rübezahlweg  
930;52.413.224;13.096.477;Schloss Glienicke  
931;52.420.483;13.167.186;Am Kleinen Wannsee  
932;52.418.406;13.148.905;Rathaus Wannsee  
933;52.412.754;13.142.364;Wilhelmplatz  
934;52.411.555;13.133.324;Hahn-Meitner-Platz  
935;52.427.423;13.159.666;Straße zum Löwen  
936;52.423.866;13.161.278;Seglerweg  
937;52.426.649;13.161.645;Koblanckstr.  
938;52.428.876;13.163.615;Liebermann-Villa  
939;52.431.557;13.165.156;Am Großen Wannsee  
940;52.432.831;13.163.572;Haus der Wannsee-Konferenz  
941;52.430.161;13.160.855;Zum Heckeshorn  
942;52.419.565;13.159.989;Wernerstr.  
943;52.418.995;13.153.947;Pfaueninselchaussee/Königstr.  
944;52.415.481;13.145.624;Charlottenstr./Chausseestr.  
945;52.420.268;13.161.624;Conradstr.  
946;52.411.674;13.136.913;Am Birkenhügel  
947;52.412.483;13.140.623;Wilhelmplatz  
948;52.420.041;13.175.436;Wannseebrücke  
949;52.421.461;13.179.104;S Wannsee Bhf  
950;5.238.912;13.129.914;Steinstücken  
951;52.397.634;13.143.575;Kätchenweg  
952;52.405.165;13.143.594;Hubertusbrücke  
953;52.399.656;13.141.732;Neue Kreisstr.  
954;52.396.477;13.140.577;Königsweg  
955;52.409.388;13.143.703;Stölpchensee  
956;52.391.558;13.131.563;Stahnsdorfer Brücke  
957;52.483.335;13.341.995;U Rathaus Schöneberg  
958;52.490.848;13.360.922;U Kleistpark  
959;52.489.532;13.350.281;U Eisenacher Str.  
960;52.479.814;13.352.854;S Schöneberg  
961;52.478.104;13.342.881;S+U Innsbrucker Platz  
962;52.485.152;13.345.083;Rathaus Schöneberg  
963;52.481.798;13.348.381;Dominicusstr./Hauptstr.  
964;52.486.946;13.357.165;Kaiser-Wilhelm-Platz  
965;52.484.513;13.352.983;Albertstr.  
966;52.494.334;13.361.059;Goebenstr.  
967;52.479.866;13.345.952;Hauptstr./Martin-Luther-Str.  
968;52.489.089;13.345.011;Grunewaldstr.  
969;52.496.173;13.343.269;U Viktoria-Luise-Platz  
970;52.488.658;13.340.243;U Bayerischer Platz  
971;52.494.432;13.346.161;Hohenstaufenstr.  
972;52.494.587;13.349.184;Eisenacher Str./Hohenstaufenstr.  
973;52.494.293;13.342.623;Münchener Str.  
974;5.249.472;13.336.599;Bamberger Str.  
975;52.491.864;1.334.517;Barbarossastr.  
976;52.497.485;13.346.402;Motzstr.  
977;52.502.112;13.342.567;U Wittenbergplatz  
979;52.497.661;13.362.458;U Bülowstr.  
980;52.501.075;13.346.806;An der Urania  
981;52.494.611;13.355.708;Winterfeldtplatz  
982;52.493.037;13.369.044;S Yorckstr. S1  
983;52.492.348;13.367.992;S+U Yorckstr. S1 U7  
984;52.492.769;13.370.434;S+U Yorckstr.  
985;52.486.266;13.360.781;S Julius-Leber-Brücke  
986;52.479.448;13.361.262;Torgauer Str.  
987;5.249.591;13.366.232;Dennewitzplatz  
988;52.485.051;13.364.821;Hohenfriedbergstr.  
989;52.485.084;13.368.208;Kesselsdorfstr.  
990;52.483.553;13.361.448;Gustav-Müller-Platz  
991;52.481.405;13.361.514;Leuthener Str.  
992;52.491.818;13.378.032;Katzbachstr.  
993;52.493.347;13.367.139;Mansteinstr.  
994;52.474.509;13.367.188;S Südkreuz Bhf/Ostseite  
995;52.475.471;13.365.584;S Südkreuz Bhf  
996;52.459.242;13.356.033;S Priesterweg  
997;52.492.326;13.372.232;S+U Yorckstr. S2 S25 U7  
998;52.469.725;13.372.073;Schöneberger Str.  
999;52.459.951;13.361.631;Lindenhof  
1000;52.456.578;13.359.453;Röblingstr./Arnulfstr.  
1001;52.461.258;13.369.808;Alboinplatz  
1002;52.492.611;13.371.681;S Yorckstr. S2 S25  
1003;52.472.613;13.367.129;Reichartstr.  
1004;52.455.748;13.369.872;Alboinstr./Arnulfstr.  
1005;52.455.865;13.364.448;Domnauer Str.  
1006;52.453.496;13.360.961;Friedhof Röblingstr.  
1007;52.466.807;13.370.275;Eresburgstr.  
1008;52.463.575;13.369.983;Egelingzeile  
1009;52.485.056;13.372.977;Kolonnenbrücke  
1010;52.459.733;13.366.509;Bessemerstr.  
1011;52.459.804;13.364.231;Suttnerstr.  
1012;52.475.621;13.359.584;Sachsendamm/Gotenstr.  
1013;52.477.328;13.356.531;Sportzentrum Schöneberg  
1014;52.470.005;13.340.603;S Friedenau  
1015;52.467.397;13.336.801;Friedenauer Brücke  
1016;52.466.771;13.344.434;Grazer Platz/Beckerstr.  
1017;52.459.086;13.348.466;Insulaner  
1018;52.460.333;13.346.312;Auguste-Viktoria-Klinikum Süd  
1019;52.466.943;133.475;Grazer Platz  
1020;52.475.028;13.343.081;Ceciliengärten  
1021;52.463.485;13.348.086;Brüggemannstr.  
1022;52.458.813;1.334.244;Altmarkstr.  
1023;52.469.788;13.343.878;Rubensstr./S Friedenau  
1024;52.463.209;13.344.693;Auguste-Viktoria-Klinikum  
1025;52.457.491;13.348.844;Planetarium  
1026;52.465.002;13.328.414;U Walther-Schreiber-Platz  
1027;52.471.443;13.328.682;U Friedrich-Wilhelm-Platz  
1028;5.246.893;13.332.344;Kaisereiche  
1029;52.472.205;13.336.034;Breslauer Platz  
1030;52.475.537;13.340.212;Hähnelstr.  
1031;52.471.557;13.324.094;Schillerplatz  
1032;5.247.083;13.329.649;U Friedrich-Wilhelm-Pl (Bln) [Bus Schmiljanstr.]
1033;52.464.326;13.316.505;Gritznerstr.  
1034;52.465.261;1.331.406;Paulsenstr.  
1035;52.463.185;13.319.752;Lepsiusstr.  
1036;52.455.069;13.322.157;S+U Rathaus Steglitz  
1037;52.461.186;13.324.842;U Schloßstr.  
1038;5.245.989;13.308.883;Schmidt-Ott-Str.  
1039;52.458.791;13.315.619;Grunewaldstr./Lepsiusstr.  
1040;52.458.732;13.322.502;Kieler Str.  
1041;52.455.964;13.322.478;S Rathaus Steglitz  
1042;52.455.893;13.320.858;S+U Rathaus Steglitz/Kreisel  
1043;52.456.442;13.319.991;S+U Rathaus Steglitz   [U9]
1044;52.456.758;13.320.589;S+U Rathaus Steglitz   [Bus Schloßstr.]
1045;52.456.683;13.321.691;S+U Rathaus Steglitz   [Bus Albrechtstr.]
1046;52.458.198;13.331.667;Filandastr.  
1047;52.463.582;13.332.418;S Feuerbachstr.  
1048;52.464.461;13.338.948;Knausplatz  
1049;52.458.553;13.339.181;Bismarckstr./Bergstr.  
1050;52.461.796;13.339.324;Lauenburger Platz  
1051;52.454.477;13.338.881;Selerweg  
1052;52.462.731;13.343.251;Cranachstr.  
1053;52.452.799;13.332.239;Neue Filandastr.  
1054;52.447.527;13.326.358;Birkbuschstr./Klingsorstr.  
1055;52.452.358;13.320.325;Carmerplatz  
1056;52.449.515;13.323.756;Haydnstr.  
1057;52.445.741;13.324.481;Amfortasweg  
1058;52.445.647;133.297;Vionvillestr.  
1059;52.458.062;13.327.793;Robert-Lück-Str.  
1060;52.454.093;13.329.042;Breite Str.  
1061;52.455.083;13.326.512;Heesestr.  
1062;52.451.024;13.338.217;Steglitzer Damm/Bismarckstr.  
1063;5.245.407;13.348.548;Kottesteig  
1064;52.448.216;13.340.191;Stindestr.  
1065;52.450.093;13.346.617;Steglitzer Damm/Halskestr.  
1066;52.447.107;13.342.805;Siemensstr./Halskestr.  
1067;52.449.631;13.350.089;Liebenowzeile  
1068;52.448.902;13.354.083;S Südende  
1069;52.448.651;1.335.712;Hünefeldzeile  
1070;52.430.784;13.317.504;Ostpreußendamm/Königsberger Str.  
1071;52.425.644;13.316.586;Bogenstr.  
1072;52.436.037;13.321.866;Boothstr.  
1073;52.432.089;13.318.087;Herwarthstr.  
1074;5.243.409;13.320.029;Promenadenstr.  
1075;52.423.979;13.314.346;Giesensdorfer Str.  
1076;52.426.605;13.319.908;Hochbergweg  
1078;52.409.959;13.308.668;S Lichterfelde Süd  
1079;52.412.776;13.302.667;Lippstädter Str.  
1080;52.411.922;13.320.439;Mercatorweg  
1081;52.416.215;13.315.938;Celsiusstr. Nord  
1082;52.420.952;13.310.155;Ostpreußendamm/Osdorfer Str.  
1083;52.414.363;1.330.214;Ostpreußendamm Süd  
1084;52.420.424;13.311.624;Schwatlostr.  
1085;52.413.978;13.318.267;Woltmannweg  
1086;52.412.159;13.299.062;Schwelmer Str.  
